payment_id,payment_method,payment_status,payment_amount
5102_1,Discover,Paid,246.0
5103_1,Discover,Pending,411.0
5104_1,Amex,Paid,131.0
5105_1,Discover,Pending,130.0
5107_1,Discover,Paid,504.0
5108_1,MasterCard,Paid,256.0
5109_1,MasterCard,Pending,264.0
5111_1,Amex,Paid,387.0
5113_1,MasterCard,Paid,88.0
5114_1,Discover,Pending,290.0
5117_1,Visa,Paid,645.0
5118_1,Discover,Pending,75.0
5120_1,Amex,Pending,690.0
5121_1,Visa,Paid,332.0
5122_1,Amex,Paid,252.0
5123_1,Discover,Paid,60.0
5124_1,Visa,Paid,378.0
5125_1,MasterCard,Paid,260.0
5126_1,Discover,Paid,152.0
5129_1,Amex,Pending,324.0
5130_1,Discover,Pending,255.0
5132_1,Amex,Pending,220.0
5133_1,Discover,Pending,399.0
5135_1,Amex,Paid,747.0
5136_1,Discover,Paid,207.0
5137_1,Visa,Pending,300.0
5138_1,Visa,Pending,645.0
5141_1,Visa,Paid,328.0
5144_1,Amex,Paid,490.0
5145_1,Visa,Paid,264.0
5146_1,Cash,Pending,584.0
5147_1,Discover,Paid,142.0
5149_1,MasterCard,Paid,442.0
5150_1,Visa,Pending,1190.0
5151_1,Discover,Paid,1140.0
5154_1,Discover,Pending,249.0
5157_1,Discover,Pending,276.0
5159_1,Discover,Pending,129.0
5160_1,Amex,Pending,235.0
5162_1,Amex,Pending,300.0
5163_1,Discover,Paid,254.0
5164_1,Visa,Pending,121.0
5166_1,Discover,Paid,360.0
5167_1,Visa,Pending,400.0
5168_1,Visa,Paid,412.0
5169_1,Discover,Pending,462.0
5170_1,Amex,Paid,468.0
5175_1,MasterCard,Paid,202.0
5176_1,Discover,Paid,984.0
5177_1,Cash,Pending,370.0
5180_1,MasterCard,Pending,144.0
5181_1,Cash,Pending,405.0
5182_1,MasterCard,Pending,254.0
5183_1,Visa,Paid,872.0
5184_1,Visa,Pending,404.0
5185_1,Cash,Paid,234.0
5187_1,Discover,Pending,670.0
5188_1,Amex,Pending,740.0
5192_1,MasterCard,Paid,620.0
5193_1,Visa,Paid,296.0
5194_1,Discover,Pending,284.0
5196_1,Amex,Pending,145.0
5197_1,Visa,Pending,408.0
5205_1,MasterCard,Pending,640.0
5206_1,Visa,Paid,375.0
5210_1,Discover,Pending,238.0
5213_1,MasterCard,Pending,260.0
5215_1,Discover,Pending,600.0
5216_1,MasterCard,Pending,300.0
5217_1,Amex,Paid,61.0
5220_1,Visa,Pending,216.0
5221_1,Visa,Pending,642.0
5222_1,Discover,Paid,520.0
5223_1,Amex,Pending,488.0
5225_1,MasterCard,Paid,63.0
5227_1,Visa,Paid,64.0
5228_1,MasterCard,Pending,405.0
5229_1,Visa,Paid,256.0
5230_1,Discover,Pending,241.0
5231_1,MasterCard,Paid,140.0
5232_1,Discover,Pending,396.0
5234_1,MasterCard,Pending,651.0
5235_1,Amex,Paid,635.0
5236_1,Cash,Pending,844.0
5237_1,MasterCard,Paid,202.0
5241_1,Visa,Pending,70.0
5243_1,MasterCard,Pending,231.0
5246_1,MasterCard,Pending,60.0
5248_1,Visa,Paid,278.0
5251_1,Cash,Pending,210.0
5252_1,Discover,Paid,1010.0
5254_1,Amex,Paid,615.0
5255_1,MasterCard,Paid,258.0
5256_1,Cash,Paid,429.0
5257_1,MasterCard,Paid,620.0
5261_1,Discover,Pending,85.0
5267_1,Visa,Paid,414.0
5268_1,Discover,Paid,280.0
5270_1,Amex,Paid,410.0
5271_1,Amex,Paid,300.0
5272_1,MasterCard,Pending,396.0
5274_1,Amex,Paid,264.0
5276_1,Discover,Pending,146.0
5277_1,Cash,Pending,189.0
5278_1,Visa,Paid,84.0
5281_1,Visa,Pending,274.0
5282_1,Discover,Paid,138.0
5283_1,Discover,Pending,145.0
5285_1,Visa,Pending,484.0
5290_1,MasterCard,Pending,137.0
5291_1,Visa,Paid,222.0
5292_1,Discover,Pending,1035.0
5294_1,MasterCard,Pending,305.0
5298_1,Visa,Pending,70.0
5299_1,Discover,Pending,592.0
5304_1,Amex,Pending,226.0
5305_1,Discover,Paid,127.0
5306_1,Amex,Pending,940.0
5307_1,Visa,Pending,268.0
5308_1,Cash,Pending,984.0
5309_1,MasterCard,Pending,67.0
5311_1,Cash,Paid,348.0
5312_1,Cash,Pending,147.0
5313_1,Cash,Paid,152.0
5315_1,Cash,Pending,150.0
5317_1,Cash,Pending,672.0
5319_1,Visa,Pending,450.0
5321_1,Visa,Paid,206.0
5323_1,Visa,Pending,972.0
5324_1,MasterCard,Paid,1155.0
5325_1,Visa,Pending,876.0
5326_1,Cash,Pending,220.0
5329_1,MasterCard,Paid,84.0
5332_1,Discover,Pending,1105.0
5334_1,Discover,Pending,456.0
5336_1,Visa,Paid,458.0
5339_1,Visa,Pending,276.0
5340_1,Amex,Paid,654.0
5341_1,Visa,Paid,240.0
5344_1,Visa,Pending,122.0
5345_1,Visa,Paid,68.0
5346_1,Discover,Paid,650.0
5347_1,Amex,Pending,170.0
5349_1,Discover,Paid,856.0
5353_1,MasterCard,Paid,750.0
5355_1,Visa,Paid,156.0
5359_1,Amex,Pending,690.0
5360_1,Discover,Paid,876.0
5361_1,MasterCard,Pending,432.0
5362_1,Visa,Pending,669.0
5363_1,MasterCard,Paid,88.0
5364_1,Cash,Pending,325.0
5367_1,Discover,Paid,836.0
5369_1,Discover,Pending,63.0
5372_1,Discover,Paid,129.0
5374_1,Cash,Pending,201.0
5377_1,Visa,Pending,278.0
5378_1,Cash,Pending,255.0
5380_1,Discover,Paid,490.0
5383_1,Cash,Paid,1170.0
5385_1,Visa,Paid,490.0
5386_1,Amex,Paid,856.0
5387_1,Discover,Paid,305.0
5389_1,Cash,Paid,124.0
5390_1,Discover,Paid,292.0
5391_1,Visa,Pending,240.0
5392_1,Visa,Pending,237.0
5394_1,MasterCard,Pending,125.0
5395_1,Discover,Pending,744.0
5396_1,Discover,Pending,450.0
5397_1,Amex,Pending,738.0
5398_1,Amex,Pending,968.0
5401_1,Visa,Paid,252.0
5403_1,MasterCard,Paid,129.0
5404_1,Cash,Paid,1160.0
5405_1,MasterCard,Paid,414.0
5406_1,Cash,Paid,241.0
5407_1,Cash,Paid,211.0
5408_1,Amex,Paid,620.0
5409_1,Cash,Pending,420.0
5414_1,Discover,Paid,420.0
5415_1,Amex,Pending,600.0
5417_1,Amex,Paid,238.0
5419_1,Visa,Pending,213.0
5421_1,Cash,Pending,980.0
5422_1,Discover,Pending,325.0
5423_1,Cash,Paid,395.0
5424_1,Discover,Paid,804.0
5425_1,Discover,Pending,669.0
5428_1,Discover,Paid,246.0
5429_1,MasterCard,Paid,276.0
5430_1,Amex,Paid,148.0
5431_1,Visa,Paid,645.0
5432_1,Visa,Paid,560.0
5434_1,MasterCard,Pending,1070.0
5436_1,Amex,Pending,300.0
5437_1,Discover,Paid,1125.0
5438_1,Discover,Paid,345.0
5441_1,Amex,Pending,512.0
5442_1,MasterCard,Pending,202.0
5443_1,MasterCard,Pending,124.0
5444_1,Visa,Pending,702.0
5446_1,MasterCard,Paid,440.0
5447_1,Visa,Paid,264.0
5448_1,Visa,Paid,705.0
5449_1,Cash,Pending,144.0
5451_1,Discover,Paid,272.0
5452_1,Visa,Paid,536.0
5454_1,MasterCard,Paid,1045.0
5455_1,Visa,Pending,432.0
5456_1,Amex,Paid,147.0
5457_1,Discover,Paid,516.0
5459_1,Amex,Pending,675.0
5460_1,Cash,Paid,284.0
5461_1,Discover,Paid,600.0
5462_1,Discover,Paid,1150.0
5463_1,MasterCard,Paid,672.0
5464_1,MasterCard,Pending,952.0
5465_1,Amex,Paid,440.0
5469_1,Amex,Paid,1070.0
5471_1,Amex,Paid,220.0
5473_1,MasterCard,Pending,1215.0
5474_1,Discover,Pending,456.0
5476_1,Cash,Paid,1085.0
5478_1,Discover,Paid,288.0
5479_1,Amex,Paid,369.0
5482_1,Cash,Paid,242.0
5484_1,Cash,Paid,280.0
5486_1,MasterCard,Pending,128.0
5487_1,Discover,Pending,500.0
5489_1,Discover,Pending,296.0
5493_1,Amex,Paid,150.0
5494_1,Amex,Pending,266.0
5495_1,MasterCard,Paid,132.0
5496_1,Visa,Paid,1225.0
5497_1,Cash,Paid,143.0
5501_1,Amex,Pending,824.0
5502_1,MasterCard,Pending,258.0
5504_1,MasterCard,Pending,876.0
5505_1,Amex,Paid,1200.0
5506_1,Cash,Pending,267.0
5509_1,Amex,Paid,630.0
5511_1,Discover,Paid,180.0
5512_1,MasterCard,Paid,149.0
5513_1,Cash,Pending,125.0
5515_1,Cash,Paid,670.0
5518_1,Visa,Paid,255.0
5519_1,Discover,Pending,68.0
5520_1,Discover,Pending,600.0
5521_1,Cash,Paid,252.0
5523_1,Amex,Pending,411.0
5526_1,Discover,Paid,129.0
5527_1,Discover,Pending,876.0
5529_1,MasterCard,Paid,1090.0
5530_1,Cash,Pending,219.0
5531_1,Visa,Paid,61.0
5532_1,MasterCard,Pending,720.0
5535_1,Visa,Pending,432.0
5536_1,Cash,Pending,81.0
5538_1,MasterCard,Paid,248.0
5539_1,Visa,Paid,385.0
5540_1,Discover,Pending,324.0
5541_1,MasterCard,Paid,232.0
5544_1,MasterCard,Pending,396.0
5546_1,Discover,Pending,355.0
5547_1,MasterCard,Paid,1250.0
5548_1,MasterCard,Pending,146.0
5549_1,MasterCard,Pending,360.0
5550_1,Cash,Pending,423.0
5551_1,Amex,Paid,240.0
5554_1,Amex,Pending,408.0
5555_1,Visa,Pending,1170.0
5557_1,Cash,Pending,735.0
5558_1,MasterCard,Paid,468.0
5562_1,Discover,Pending,438.0
5563_1,Cash,Pending,740.0
5565_1,Cash,Pending,292.0
5567_1,MasterCard,Paid,320.0
5571_1,Visa,Pending,627.0
5572_1,Visa,Paid,150.0
5574_1,Visa,Pending,237.0
5576_1,Cash,Paid,278.0
5578_1,Visa,Pending,280.0
5581_1,Visa,Pending,244.0
5582_1,Visa,Paid,150.0
5584_1,Cash,Paid,121.0
5585_1,Amex,Paid,250.0
5586_1,Visa,Pending,260.0
5587_1,Discover,Paid,908.0
5589_1,Visa,Pending,236.0
5592_1,Discover,Paid,66.0
5593_1,Cash,Pending,258.0
5594_1,Discover,Pending,228.0
5595_1,Cash,Paid,466.0
5597_1,Visa,Pending,381.0
5599_1,Amex,Pending,416.0
5601_1,MasterCard,Paid,369.0
5602_1,Discover,Paid,454.0
5603_1,Visa,Pending,75.0
5604_1,Visa,Paid,282.0
5614_1,Visa,Paid,231.0
5615_1,Cash,Paid,248.0
5616_1,Cash,Paid,122.0
5618_1,Cash,Pending,560.0
5619_1,Amex,Pending,249.0
5620_1,MasterCard,Pending,246.0
5623_1,MasterCard,Pending,360.0
5624_1,MasterCard,Paid,452.0
5625_1,Cash,Pending,1050.0
5629_1,Visa,Paid,268.0
5630_1,Amex,Pending,400.0
5633_1,MasterCard,Pending,350.0
5635_1,Amex,Pending,840.0
5636_1,Discover,Paid,300.0
5637_1,Discover,Pending,500.0
5640_1,MasterCard,Paid,650.0
5641_1,Amex,Pending,80.0
5646_1,Discover,Pending,128.0
5648_1,Amex,Paid,378.0
5649_1,Discover,Paid,88.0
5651_1,Cash,Pending,1025.0
5652_1,Cash,Pending,450.0
5653_1,MasterCard,Paid,134.0
5654_1,Discover,Pending,255.0
5655_1,Cash,Pending,136.0
5657_1,Cash,Paid,375.0
5658_1,MasterCard,Paid,296.0
5659_1,Discover,Pending,260.0
5661_1,Visa,Paid,156.0
5662_1,Visa,Paid,820.0
5664_1,Cash,Pending,89.0
5665_1,Visa,Paid,332.0
5666_1,Amex,Pending,690.0
5667_1,Amex,Paid,496.0
5668_1,Visa,Paid,360.0
5673_1,MasterCard,Pending,687.0
5674_1,Amex,Pending,669.0
5675_1,Amex,Paid,438.0
5676_1,Visa,Pending,225.0
5678_1,Cash,Pending,390.0
5679_1,Visa,Pending,64.0
5680_1,Amex,Pending,405.0
5681_1,Amex,Pending,393.0
5683_1,Discover,Paid,201.0
5685_1,Discover,Paid,436.0
5687_1,MasterCard,Paid,348.0
5689_1,Amex,Paid,250.0
5691_1,Amex,Pending,484.0
5692_1,Cash,Pending,228.0
5693_1,MasterCard,Pending,90.0
5694_1,Cash,Pending,228.0
5696_1,MasterCard,Pending,272.0
5697_1,Cash,Paid,274.0
5698_1,Cash,Paid,366.0
5701_1,Amex,Pending,127.0
5702_1,Cash,Pending,621.0
5703_1,Amex,Pending,630.0
5705_1,Cash,Pending,1180.0
5708_1,Amex,Pending,132.0
5709_1,Amex,Paid,150.0
5710_1,MasterCard,Pending,74.0
5711_1,Visa,Pending,360.0
5712_1,Visa,Pending,745.0
5713_1,Amex,Pending,276.0
5715_1,Amex,Pending,240.0
5717_1,Cash,Pending,625.0
5720_1,Cash,Pending,120.0
5722_1,Amex,Pending,956.0
5723_1,Discover,Pending,750.0
5724_1,Cash,Pending,164.0
5725_1,MasterCard,Paid,300.0
5728_1,Visa,Paid,464.0
5730_1,Cash,Paid,180.0
5731_1,Amex,Paid,690.0
5732_1,Cash,Paid,125.0
5734_1,Discover,Paid,450.0
5736_1,MasterCard,Pending,1135.0
5738_1,Visa,Pending,696.0
5740_1,Amex,Pending,423.0
5741_1,MasterCard,Pending,123.0
5744_1,Amex,Pending,402.0
5745_1,MasterCard,Paid,972.0
5746_1,Amex,Pending,240.0
5747_1,Discover,Pending,67.0
5748_1,MasterCard,Paid,426.0
5749_1,Amex,Pending,64.0
5752_1,Discover,Paid,715.0
5754_1,Amex,Pending,207.0
5755_1,MasterCard,Pending,170.0
5757_1,Amex,Paid,189.0
5759_1,Amex,Pending,60.0
5761_1,Discover,Paid,512.0
5762_1,Cash,Paid,230.0
5763_1,Cash,Paid,212.0
5764_1,Amex,Paid,254.0
5768_1,Amex,Paid,214.0
5769_1,Discover,Paid,146.0
5772_1,Amex,Pending,131.0
5773_1,Amex,Paid,125.0
5774_1,Discover,Paid,170.0
5776_1,Visa,Paid,1190.0
5777_1,Visa,Pending,294.0
5778_1,Discover,Pending,249.0
5779_1,Amex,Pending,133.0
5780_1,Visa,Paid,381.0
5781_1,Visa,Pending,681.0
5782_1,MasterCard,Pending,238.0
5783_1,Cash,Pending,252.0
5784_1,Cash,Pending,67.0
5785_1,Discover,Pending,213.0
5786_1,Visa,Pending,416.0
5787_1,Amex,Paid,216.0
5789_1,Cash,Paid,121.0
5790_1,Discover,Pending,405.0
5793_1,MasterCard,Pending,458.0
5794_1,Cash,Paid,1030.0
5799_1,Cash,Paid,144.0
5800_1,MasterCard,Paid,129.0
5802_1,MasterCard,Pending,675.0
5807_1,Amex,Paid,588.0
5808_1,Amex,Pending,220.0
5809_1,Discover,Pending,129.0
5811_1,Visa,Pending,596.0
5812_1,Visa,Pending,745.0
5813_1,MasterCard,Paid,417.0
5814_1,Amex,Pending,1165.0
5815_1,Discover,Paid,132.0
5816_1,Cash,Pending,440.0
5817_1,Cash,Pending,140.0
5818_1,Amex,Paid,64.0
5820_1,MasterCard,Paid,70.0
5821_1,Amex,Pending,231.0
5822_1,Cash,Pending,219.0
5823_1,Cash,Paid,186.0
5824_1,Discover,Pending,284.0
5826_1,Amex,Paid,148.0
5827_1,MasterCard,Pending,1135.0
5828_1,Amex,Paid,356.0
5830_1,Visa,Pending,720.0
5833_1,MasterCard,Pending,225.0
5835_1,MasterCard,Pending,192.0
5836_1,Visa,Paid,207.0
5837_1,MasterCard,Paid,496.0
5838_1,Amex,Paid,620.0
5839_1,Cash,Paid,71.0
5840_1,Cash,Paid,580.0
5843_1,Visa,Pending,75.0
5844_1,Visa,Pending,633.0
5847_1,Cash,Paid,244.0
5848_1,Cash,Pending,89.0
5849_1,Visa,Pending,144.0
5851_1,Discover,Pending,1185.0
5853_1,Discover,Pending,237.0
5855_1,MasterCard,Paid,660.0
5856_1,Amex,Paid,699.0
5857_1,Visa,Paid,348.0
5859_1,Discover,Paid,325.0
5860_1,Discover,Pending,89.0
5861_1,Amex,Pending,536.0
5862_1,MasterCard,Paid,355.0
5863_1,Visa,Pending,228.0
5864_1,Visa,Pending,484.0
5866_1,Cash,Paid,360.0
5873_1,Discover,Pending,132.0
5875_1,Cash,Pending,282.0
5877_1,Discover,Paid,74.0
5884_1,MasterCard,Paid,130.0
5885_1,Amex,Paid,298.0
5886_1,Discover,Paid,222.0
5887_1,Discover,Paid,654.0
5891_1,Discover,Pending,150.0
5892_1,Discover,Pending,130.0
5893_1,Visa,Paid,138.0
5894_1,MasterCard,Paid,292.0
5895_1,Discover,Paid,420.0
5896_1,Visa,Pending,892.0
5897_1,Amex,Paid,146.0
5899_1,Cash,Pending,227.0
5900_1,Amex,Pending,140.0
5901_1,Cash,Paid,435.0
5902_1,Amex,Pending,148.0
5903_1,Amex,Paid,430.0
5905_1,Visa,Pending,504.0
5906_1,MasterCard,Pending,690.0
5907_1,Cash,Pending,130.0
5908_1,Discover,Paid,204.0
5909_1,Discover,Paid,225.0
5910_1,MasterCard,Pending,280.0
5912_1,Discover,Paid,420.0
5915_1,Visa,Pending,410.0
5917_1,MasterCard,Paid,260.0
5918_1,MasterCard,Pending,852.0
5919_1,Amex,Paid,90.0
5920_1,Visa,Paid,1080.0
5921_1,MasterCard,Pending,252.0
5922_1,Discover,Pending,420.0
5923_1,Discover,Pending,282.0
5925_1,Amex,Paid,90.0
5927_1,MasterCard,Pending,705.0
5928_1,Discover,Pending,255.0
5933_1,Cash,Paid,61.0
5936_1,Visa,Pending,148.0
5937_1,Cash,Pending,486.0
5938_1,Cash,Pending,340.0
5939_1,MasterCard,Pending,620.0
5941_1,MasterCard,Pending,1150.0
5944_1,Visa,Pending,250.0
5946_1,Amex,Pending,236.0
5947_1,Visa,Paid,85.0
5950_1,Visa,Pending,122.0
5954_1,Discover,Paid,447.0
5955_1,MasterCard,Paid,1205.0
5956_1,Discover,Pending,488.0
5960_1,MasterCard,Paid,705.0
5961_1,Amex,Paid,458.0
5964_1,Cash,Pending,528.0
5965_1,Discover,Paid,64.0
5966_1,Cash,Pending,154.0
5968_1,Visa,Paid,231.0
5969_1,Amex,Paid,120.0
5971_1,Cash,Pending,125.0
5972_1,Visa,Pending,272.0
5974_1,Visa,Paid,438.0
5977_1,Discover,Pending,240.0
5978_1,MasterCard,Paid,1050.0
5979_1,MasterCard,Pending,404.0
5980_1,Discover,Pending,152.0
5982_1,Discover,Pending,1105.0
5984_1,Visa,Pending,135.0
5985_1,Amex,Paid,272.0
5987_1,Cash,Pending,740.0
5988_1,Amex,Pending,610.0
5989_1,Cash,Pending,70.0
5991_1,Visa,Paid,405.0
5992_1,Discover,Paid,298.0
5993_1,Amex,Pending,262.0
5994_1,Visa,Paid,430.0
5995_1,Visa,Pending,414.0
5996_1,Visa,Pending,142.0
5997_1,Amex,Paid,325.0
6000_1,Discover,Paid,328.0
6001_1,Cash,Paid,1125.0
6002_1,Visa,Paid,438.0
6004_1,Amex,Pending,642.0
6009_1,Discover,Pending,256.0
6010_1,Cash,Pending,1215.0
6013_1,Cash,Pending,844.0
6014_1,Discover,Paid,232.0
6015_1,Visa,Paid,128.0
6016_1,Visa,Paid,84.0
6017_1,Amex,Pending,454.0
6019_1,Cash,Pending,252.0
6021_1,Discover,Pending,138.0
6025_1,Cash,Paid,1170.0
6029_1,Amex,Paid,832.0
6031_1,Visa,Pending,729.0
6032_1,Cash,Pending,292.0
6033_1,Visa,Pending,127.0
6035_1,MasterCard,Pending,296.0
6037_1,MasterCard,Paid,450.0
6040_1,Amex,Paid,508.0
6041_1,MasterCard,Paid,128.0
6042_1,Amex,Pending,209.0
6043_1,Visa,Paid,79.0
6044_1,MasterCard,Paid,592.0
6045_1,MasterCard,Pending,564.0
6048_1,Discover,Paid,396.0
6049_1,Visa,Pending,204.0
6050_1,Discover,Pending,429.0
6051_1,Amex,Pending,408.0
6054_1,Discover,Pending,312.0
6055_1,Discover,Paid,496.0
6056_1,Amex,Pending,960.0
6058_1,Amex,Paid,304.0
6060_1,Visa,Paid,615.0
6061_1,Amex,Paid,710.0
6063_1,Amex,Paid,270.0
6066_1,Visa,Pending,235.0
6068_1,Amex,Pending,142.0
6070_1,Amex,Paid,695.0
6073_1,Amex,Paid,612.0
6075_1,Cash,Pending,458.0
6076_1,Cash,Paid,130.0
6077_1,Amex,Paid,129.0
6078_1,Amex,Pending,876.0
6080_1,MasterCard,Paid,149.0
6083_1,MasterCard,Paid,63.0
6086_1,Amex,Pending,244.0
6090_1,MasterCard,Pending,158.0
6091_1,Cash,Pending,1090.0
6093_1,Visa,Paid,441.0
6094_1,MasterCard,Pending,486.0
6095_1,Cash,Pending,164.0
6098_1,Cash,Paid,235.0
6100_1,Visa,Pending,149.0
6102_1,Cash,Pending,747.0
6103_1,Cash,Paid,444.0
6104_1,MasterCard,Pending,860.0
6106_1,Discover,Paid,920.0
6108_1,Amex,Paid,1250.0
6112_1,MasterCard,Paid,234.0
6113_1,Discover,Paid,76.0
6114_1,Visa,Pending,149.0
6115_1,MasterCard,Paid,130.0
6117_1,Amex,Pending,548.0
6121_1,Cash,Paid,804.0
6122_1,Visa,Paid,221.0
6124_1,Discover,Pending,124.0
6125_1,Discover,Pending,705.0
6126_1,Cash,Paid,244.0
6127_1,MasterCard,Paid,384.0
6131_1,MasterCard,Pending,207.0
6133_1,Discover,Paid,615.0
6135_1,Amex,Paid,147.0
6137_1,Discover,Pending,425.0
6138_1,Cash,Paid,320.0
6142_1,Cash,Paid,396.0
6143_1,Cash,Paid,340.0
6144_1,Cash,Paid,210.0
6145_1,Amex,Pending,696.0
6146_1,Cash,Paid,1160.0
6148_1,Discover,Paid,292.0
6150_1,MasterCard,Paid,198.0
6151_1,MasterCard,Paid,246.0
6156_1,Cash,Pending,360.0
6157_1,Amex,Pending,460.0
6158_1,Amex,Paid,609.0
6159_1,Cash,Pending,234.0
6161_1,MasterCard,Pending,344.0
6162_1,Amex,Pending,226.0
6163_1,Cash,Pending,148.0
6164_1,Cash,Paid,172.0
6165_1,Cash,Paid,741.0
6166_1,Cash,Paid,146.0
6167_1,Amex,Paid,267.0
6168_1,Cash,Pending,152.0
6170_1,Discover,Paid,268.0
6172_1,Amex,Paid,1135.0
6175_1,Visa,Pending,605.0
6177_1,MasterCard,Pending,335.0
6178_1,Discover,Pending,192.0
6180_1,MasterCard,Paid,202.0
6181_1,MasterCard,Pending,1150.0
6183_1,Visa,Paid,448.0
6184_1,Discover,Paid,249.0
6186_1,Visa,Paid,520.0
6187_1,MasterCard,Paid,430.0
6189_1,MasterCard,Paid,183.0
6190_1,Cash,Paid,308.0
6191_1,MasterCard,Pending,844.0
6192_1,Visa,Paid,1180.0
6196_1,Amex,Paid,1110.0
6202_1,Visa,Paid,576.0
6205_1,Cash,Pending,128.0
6208_1,Visa,Pending,508.0
6211_1,Cash,Pending,663.0
6213_1,Cash,Pending,144.0
6215_1,MasterCard,Paid,956.0
6218_1,Visa,Paid,320.0
6219_1,Discover,Paid,320.0
6220_1,Discover,Pending,68.0
6221_1,Discover,Pending,240.0
6226_1,Discover,Paid,316.0
6227_1,Discover,Paid,310.0
6228_1,MasterCard,Pending,1125.0
6229_1,Cash,Pending,696.0
6230_1,Amex,Paid,81.0
6231_1,MasterCard,Pending,700.0
6234_1,Cash,Paid,128.0
6236_1,Discover,Paid,280.0
6237_1,Visa,Paid,932.0
6238_1,Amex,Pending,512.0
6240_1,Visa,Pending,148.0
6241_1,Amex,Pending,384.0
6242_1,MasterCard,Paid,192.0
6246_1,Cash,Paid,268.0
6248_1,Cash,Pending,1180.0
6249_1,Discover,Paid,1110.0
6250_1,Cash,Pending,405.0
6251_1,Cash,Paid,308.0
6252_1,Cash,Paid,700.0
6253_1,MasterCard,Paid,478.0
6255_1,Visa,Pending,710.0
6256_1,MasterCard,Pending,240.0
6257_1,Amex,Paid,735.0
6258_1,Visa,Paid,207.0
6261_1,Visa,Paid,73.0
6262_1,MasterCard,Paid,504.0
6264_1,Discover,Paid,868.0
6265_1,Amex,Pending,312.0
6269_1,Visa,Paid,620.0
6271_1,MasterCard,Paid,745.0
6275_1,MasterCard,Paid,381.0
6276_1,Discover,Pending,201.0
6278_1,Discover,Pending,1180.0
6280_1,Cash,Paid,130.0
6282_1,Visa,Paid,395.0
6285_1,Amex,Pending,186.0
6286_1,Discover,Pending,207.0
6289_1,Amex,Paid,375.0
6290_1,MasterCard,Pending,266.0
6291_1,Amex,Paid,230.0
6292_1,Amex,Paid,242.0
6294_1,Visa,Pending,76.0
6295_1,Cash,Paid,158.0
6298_1,Amex,Pending,248.0
6303_1,MasterCard,Paid,235.0
6305_1,Amex,Pending,375.0
6306_1,Visa,Pending,250.0
6311_1,Cash,Pending,708.0
6312_1,Discover,Pending,162.0
6313_1,Visa,Paid,725.0
6315_1,Discover,Paid,240.0
6317_1,Discover,Pending,705.0
6318_1,Cash,Pending,79.0
6319_1,MasterCard,Pending,90.0
6320_1,Amex,Paid,552.0
6321_1,MasterCard,Paid,415.0
6323_1,MasterCard,Paid,956.0
6325_1,Amex,Pending,844.0
6327_1,Discover,Pending,464.0
6329_1,Discover,Pending,87.0
6330_1,Visa,Paid,208.0
6331_1,Cash,Paid,896.0
6333_1,Cash,Paid,536.0
6334_1,Amex,Pending,310.0
6336_1,Discover,Paid,226.0
6337_1,Visa,Paid,220.0
6338_1,Visa,Paid,312.0
6341_1,MasterCard,Pending,296.0
6343_1,Discover,Pending,296.0
6344_1,Discover,Paid,710.0
6348_1,Discover,Paid,968.0
6353_1,Amex,Paid,675.0
6358_1,Visa,Paid,732.0
6359_1,Discover,Paid,308.0
6362_1,Visa,Pending,434.0
6364_1,Cash,Pending,1175.0
6365_1,MasterCard,Pending,127.0
6366_1,Cash,Paid,438.0
6370_1,MasterCard,Paid,198.0
6371_1,Cash,Pending,657.0
6373_1,Cash,Paid,284.0
6374_1,Cash,Paid,79.0
6375_1,MasterCard,Pending,136.0
6376_1,Amex,Pending,564.0
6378_1,Cash,Paid,60.0
6380_1,MasterCard,Pending,126.0
6382_1,Visa,Paid,77.0
6383_1,Amex,Pending,474.0
6384_1,Visa,Pending,200.0
6385_1,Cash,Paid,142.0
6386_1,MasterCard,Paid,1245.0
6388_1,Amex,Pending,440.0
6390_1,Visa,Paid,296.0
6391_1,Amex,Pending,384.0
6392_1,Amex,Paid,1155.0
6393_1,MasterCard,Paid,494.0
6394_1,Cash,Pending,432.0
6395_1,Visa,Pending,715.0
6396_1,Amex,Pending,87.0
6399_1,MasterCard,Paid,330.0
6400_1,Discover,Pending,1195.0
6401_1,Visa,Paid,472.0
6403_1,Cash,Paid,670.0
6404_1,Amex,Paid,290.0
6406_1,MasterCard,Paid,141.0
6407_1,MasterCard,Paid,176.0
6409_1,Discover,Pending,438.0
6410_1,MasterCard,Paid,242.0
6411_1,MasterCard,Pending,1145.0
6412_1,Amex,Pending,270.0
6415_1,Cash,Paid,87.0
6417_1,Amex,Pending,1055.0
6419_1,Cash,Pending,130.0
6420_1,Discover,Paid,242.0
6422_1,MasterCard,Pending,261.0
6423_1,Amex,Paid,360.0
6427_1,Discover,Paid,532.0
6429_1,Visa,Pending,225.0
6431_1,MasterCard,Paid,120.0
6432_1,Cash,Paid,464.0
6433_1,Amex,Pending,723.0
6434_1,Discover,Pending,248.0
6436_1,Cash,Paid,218.0
6437_1,Amex,Paid,201.0
6438_1,Visa,Pending,685.0
6439_1,Discover,Pending,430.0
6443_1,Amex,Pending,400.0
6445_1,Discover,Paid,548.0
6447_1,Amex,Pending,512.0
6448_1,Visa,Pending,657.0
6450_1,Amex,Paid,720.0
6453_1,Visa,Paid,146.0
6454_1,Amex,Paid,308.0
6460_1,Cash,Paid,804.0
6461_1,Amex,Pending,146.0
6462_1,Amex,Paid,612.0
6465_1,Discover,Pending,952.0
6467_1,Visa,Pending,142.0
6473_1,Visa,Paid,274.0
